Year,Entity,Gini,Top_10_share,Bottom_50_share
2004,Colombia,69.0007512330682,56.71,7.9
2005,Colombia,68.2005793744254,55.98,8.39
2006,Colombia,68.4468049414898,56.1,8.21
2007,Colombia,68.6907688414487,56.21,8.03
2008,Colombia,68.9325038389564,56.32,7.85
2009,Colombia,68.61807055960641,56.16,8.01
2010,Colombia,68.0980180324199,55.3,8.2
2011,Colombia,67.5485269198798,55.26,8.76
2012,Colombia,65.9832217420589,52.88,9.21
2013,Colombia,66.36834176327821,53.58,9.15
2014,Colombia,66.39263749777349,53.69,9.26
2015,Colombia,65.3314617921479,52.48,9.75
2016,Colombia,65.3141724247184,52.77,9.94
2017,Colombia,65.3366480931618,52.62,9.79
2018,Colombia,66.0469638530014,53.4,9.44
2019,Colombia,67.75653061624321,54.51,8.14
2011,Costa Rica,66.0962255298255,52.81,9.11
2012,Costa Rica,66.8336446069572,53.87,8.78
2013,Costa Rica,67.746278365417,54.29,8.09
2014,Costa Rica,66.9352167016112,53.56,8.44
2015,Costa Rica,67.41953946645009,54.2,8.39
2016,Costa Rica,67.6058679932723,54.76,8.47
2017,Costa Rica,66.4012248322276,53.0,8.76
2018,Costa Rica,67.1415474919757,53.76,8.46
2019,Costa Rica,66.9343008472874,53.46,8.47
2001,Cape Verde,70.03399786778391,60.86,8.67
2007,Cape Verde,65.5288492033506,55.06,10.53
2015,Cape Verde,60.655221979556394,49.08,12.38
1990,Cyprus,49.3386681843919,37.17,18.19
1996,Cyprus,47.850456653034,35.58,18.85
2004,Cyprus,43.2518964934331,30.58,20.98
2005,Cyprus,42.8386404023398,30.52,21.45
2006,Cyprus,44.3709756125703,32.26,20.84
2007,Cyprus,43.3958119534577,30.67,20.95
2008,Cyprus,46.6173473578238,34.67,19.71
2009,Cyprus,47.0974109280975,34.95,19.27
2010,Cyprus,45.8084849137025,33.53,19.92
2011,Cyprus,49.4102751550027,37.33,18.16
2012,Cyprus,49.9398900231427,37.8,17.92
2013,Cyprus,53.1167830656614,42.22,16.91
2014,Cyprus,50.0493481387252,37.65,17.75
2015,Cyprus,50.1510000784084,37.51,17.54
2016,Cyprus,48.3381593533195,36.08,18.65
2017,Cyprus,47.2692423497728,35.37,19.39
1980,Czechia,27.6608720581909,18.17,30.92
1985,Czechia,26.7884945042975,17.93,31.38
1988,Czechia,27.5696256903748,18.5,30.88
1992,Czechia,34.6841278288188,26.43,27.66
1996,Czechia,38.9628817859055,30.0,24.97
2003,Czechia,37.868587276209794,29.43,25.79
2004,Czechia,38.7218930065678,29.88,25.11
2005,Czechia,38.8345168313322,30.25,25.2
2006,Czechia,39.3947587928736,30.28,24.62
2007,Czechia,39.2417549200218,30.38,24.86
2008,Czechia,40.8856409393252,32.26,24.17
2009,Czechia,38.4842385693844,29.93,25.44
2010,Czechia,38.7948468182337,29.87,25.04
2011,Czechia,37.4475237710527,29.08,26.01
2012,Czechia,38.8259137035583,30.4,25.29
2013,Czechia,37.6789683441182,29.75,26.08
2014,Czechia,38.9912260318198,30.39,25.03
2015,Czechia,39.7588696059607,30.83,24.51
2016,Czechia,38.5161054017544,29.89,25.36
2017,Czechia,38.5990131528722,29.64,25.13
2018,Czechia,38.0284032005967,28.86,25.34
1871,Germany,,34.78,
1872,Germany,,34.8,
1873,Germany,,34.8,
1874,Germany,,34.79,
1875,Germany,,34.85,
1876,Germany,,34.92,
1877,Germany,,35.19,
1878,Germany,,35.27,
1879,Germany,,35.33,
1880,Germany,,35.33,
1881,Germany,,35.5,
1882,Germany,,35.7,
1883,Germany,,36.16,
1884,Germany,,36.51,
1885,Germany,,36.76,
1886,Germany,,37.09,
1887,Germany,,37.36,
1888,Germany,,37.82,
1889,Germany,,38.15,
1890,Germany,,38.52,
1891,Germany,,36.83,
1892,Germany,,36.47,
1893,Germany,,36.31,
1894,Germany,,36.32,
1895,Germany,,36.46,
1896,Germany,,36.92,
1897,Germany,,37.72,
1898,Germany,,38.41,
1899,Germany,,38.77,
1900,Germany,,39.04,
1901,Germany,,38.89,
1902,Germany,,38.44,
1903,Germany,,38.36,
1904,Germany,,38.47,
1905,Germany,,38.83,
1906,Germany,,38.01,
1907,Germany,,37.53,
1908,Germany,,36.96,
1909,Germany,,37.56,
1910,Germany,,37.74,
1911,Germany,,37.45,
1912,Germany,,37.38,
1913,Germany,,38.23,
1914,Germany,,37.72,
1915,Germany,,39.08,
1916,Germany,,40.84,
1917,Germany,,42.42,
1918,Germany,,41.76,
1919,Germany,,37.28,
1925,Germany,,,
1926,Germany,,32.45,
1927,Germany,,,
1928,Germany,,32.17,
1929,Germany,,,
1932,Germany,,36.89,
1933,Germany,,,
1934,Germany,,34.59,
1935,Germany,,,
1936,Germany,,35.38,
1937,Germany,,,
1938,Germany,,,
1949,Germany,,,
1950,Germany,,32.44,
1954,Germany,,,
1957,Germany,,,
1961,Germany,,30.19,
1965,Germany,,29.53,
1968,Germany,,28.6,
1971,Germany,,29.98,
1974,Germany,,29.06,
1977,Germany,,29.7,
1980,Germany,40.3384847975005,28.6,23.25
1981,Germany,39.9707594944573,28.14,23.38
1982,Germany,39.6311202861511,28.04,23.6
1983,Germany,40.028102141882,28.47,23.42
1984,Germany,39.6960693871101,28.49,23.7
1985,Germany,39.9478155319443,28.71,23.59
1986,Germany,40.4898011312767,29.37,23.34
1987,Germany,41.162627593107,30.15,23.04
1988,Germany,42.5316098602359,31.59,22.39
1989,Germany,43.5460099336716,32.46,21.77
1990,Germany,43.7146300431905,32.55,21.62
1991,Germany,42.649956608801496,31.49,22.1
1992,Germany,42.0498766056433,30.96,22.4
1993,Germany,41.488763482001204,30.43,22.73
1994,Germany,41.1272344800736,29.97,22.9
1995,Germany,40.8437150250709,29.79,23.09
1996,Germany,41.9125807600604,30.64,22.48
1997,Germany,42.8591682202757,31.54,22.01
1998,Germany,43.7512976799596,32.17,21.51
1999,Germany,43.627310836024,32.13,21.55
2000,Germany,43.6122335816897,32.29,21.62
2001,Germany,43.7367310910751,32.39,21.53
2002,Germany,44.3690016351845,32.41,20.96
2003,Germany,43.4029195129238,31.65,21.49
2004,Germany,44.488440661253,32.89,21.05
2005,Germany,46.7356295691587,34.81,19.8
2006,Germany,47.0441301917717,35.31,19.72
2007,Germany,48.4220931293805,36.91,19.1
2008,Germany,48.3776907448672,36.76,19.09
2009,Germany,48.4889848446553,37.25,19.11
2010,Germany,48.021776335252,36.69,19.31
2011,Germany,48.2828368252612,36.79,19.08
2012,Germany,48.2159145893064,36.32,18.97
2013,Germany,49.598148922659405,37.76,18.27
2014,Germany,49.9326109338171,38.26,18.14
2015,Germany,49.7700894534446,38.17,18.24
2016,Germany,49.5737748998131,38.1,18.43
2017,Germany,49.2620471781791,37.81,18.58
2002,Djibouti,59.0669169651086,47.89,13.47
2012,Djibouti,62.4032361895814,51.67,11.95
2013,Djibouti,62.1728029013374,51.46,12.05
2017,Djibouti,60.096991186331095,49.55,13.09
1870,Denmark,,,
1903,Denmark,,42.38,
1908,Denmark,,42.73,
1915,Denmark,,49.77,
1917,Denmark,,54.24,
1918,Denmark,,53.31,
1919,Denmark,,47.17,
1920,Denmark,,41.09,
1921,Denmark,,40.07,
1922,Denmark,,39.95,
1923,Denmark,,40.97,
1924,Denmark,,40.77,
1925,Denmark,,39.31,
1926,Denmark,,38.69,
1927,Denmark,,39.69,
1928,Denmark,,40.1,
1929,Denmark,,40.25,
1930,Denmark,,40.01,
1931,Denmark,,40.48,
1932,Denmark,,41.2,
1933,Denmark,,40.9,
1934,Denmark,,40.92,
1935,Denmark,,40.24,
1936,Denmark,,40.31,
1937,Denmark,,40.11,
1938,Denmark,,39.13,
1939,Denmark,,38.97,
1940,Denmark,,38.99,
1941,Denmark,,39.03,
1942,Denmark,,38.39,
1943,Denmark,,36.89,
1944,Denmark,,36.05,
1945,Denmark,,36.28,
1946,Denmark,,34.09,
1947,Denmark,,34.05,
1948,Denmark,,32.69,
1949,Denmark,,32.33,
1950,Denmark,,32.22,
1951,Denmark,,32.35,
1952,Denmark,,32.16,
1953,Denmark,,31.85,
1954,Denmark,,31.29,
1955,Denmark,,31.33,
1956,Denmark,,31.7,
1957,Denmark,,30.93,
1958,Denmark,,31.29,
1959,Denmark,,31.8,
1960,Denmark,,31.81,
1961,Denmark,,32.31,
1962,Denmark,,32.47,
1963,Denmark,,31.9,
1964,Denmark,,31.34,
1965,Denmark,,30.86,
1966,Denmark,,31.24,
1967,Denmark,,30.29,
1968,Denmark,,30.69,
1970,Denmark,,30.69,
1971,Denmark,,29.75,
1972,Denmark,,29.71,
1973,Denmark,,29.48,
1974,Denmark,,28.15,
1975,Denmark,,27.17,
1976,Denmark,,26.82,
1977,Denmark,,25.71,
1978,Denmark,,25.11,
1979,Denmark,,25.27,
1980,Denmark,37.027254870232404,26.1,25.09
1981,Denmark,37.1814903168719,25.91,24.64
1982,Denmark,37.0849411142121,25.81,24.72
1983,Denmark,37.9278373018714,27.15,24.61
1984,Denmark,38.2253231069647,27.76,24.65
1985,Denmark,38.8250620601511,28.35,24.34
1986,Denmark,37.7517522314662,27.34,24.97
1987,Denmark,37.9447127412718,27.27,24.84
1988,Denmark,37.6475313151541,26.97,24.95
1989,Denmark,37.931674787991895,27.32,24.84
1990,Denmark,38.0378956814663,27.42,24.77
1991,Denmark,37.7315718157359,27.31,24.96
1992,Denmark,37.9463067808643,27.43,24.81
1993,Denmark,37.8675340699917,27.42,24.92
1994,Denmark,38.4717225108034,28.33,24.75
1995,Denmark,38.4267643750569,28.45,24.82
1996,Denmark,38.6772669511082,28.74,24.74
1997,Denmark,39.7128940769349,29.84,24.24
1998,Denmark,39.512667036090896,29.62,24.32
1999,Denmark,40.815738397260795,31.08,23.75
2000,Denmark,41.1981901493775,31.39,23.51
2001,Denmark,39.6615295242917,29.68,24.2
2002,Denmark,39.198223542654596,29.08,24.37
2003,Denmark,38.2631342277151,28.64,25.19
2004,Denmark,39.078668848139095,29.22,24.6
2005,Denmark,40.3925661505347,30.81,24.06
2006,Denmark,40.7987748272433,31.23,23.86
2007,Denmark,40.1979961063986,30.65,24.19
2008,Denmark,40.47705004551,30.21,23.65
2009,Denmark,39.551268745551496,29.14,24.06
2010,Denmark,41.8608299935677,31.72,22.98
2011,Denmark,42.088233468771804,31.81,22.79
2012,Denmark,42.2499252312605,31.9,22.71
2013,Denmark,43.3260815670039,32.93,22.13
2014,Denmark,43.9229847176733,33.67,21.89
2015,Denmark,43.6015061531066,33.19,21.95
2016,Denmark,43.8967540052999,33.49,21.81
2017,Denmark,44.0461282547574,33.51,21.67
2000,Dominican Republic,,,
2001,Dominican Republic,,,
2002,Dominican Republic,,,
2003,Dominican Republic,,,
2004,Dominican Republic,,,
2005,Dominican Republic,,,
2006,Dominican Republic,,,
2007,Dominican Republic,,,
2008,Dominican Republic,,,
2009,Dominican Republic,,,
2010,Dominican Republic,,,
2011,Dominican Republic,,,
2012,Dominican Republic,,,
2013,Dominican Republic,68.0869417873424,57.5,9.6
2014,Dominican Republic,66.9815266177181,55.98,9.96
2015,Dominican Republic,67.0701402950336,56.53,10.17
2016,Dominican Republic,67.2826445350218,57.36,10.33
2017,Dominican Republic,63.5591565543571,52.93,11.75
2018,Dominican Republic,68.4396765967556,59.36,10.3
2019,Dominican Republic,,,
2020,Dominican Republic,,,
2021,Dominican Republic,63.9574316424458,53.81,12.0
1932,Algeria,,,
1933,Algeria,,,
1934,Algeria,,,
1935,Algeria,,,
1936,Algeria,,,
1937,Algeria,,,
1938,Algeria,,,
1939,Algeria,,,
1940,Algeria,,,
1941,Algeria,,,
1946,Algeria,,,
1947,Algeria,,,
1948,Algeria,,,
1949,Algeria,,,
1950,Algeria,,,
1951,Algeria,,,
1952,Algeria,,,
1953,Algeria,,,
1954,Algeria,,,
1955,Algeria,,,
1957,Algeria,,,
1988,Algeria,60.861156970144506,51.09,13.27
1995,Algeria,54.793733280902,42.81,15.34
2011,Algeria,48.798551142830995,38.08,19.02
2002,Ecuador,68.2669284243364,56.49,8.52
2003,Ecuador,68.1473540759109,56.27,8.54
2004,Ecuador,66.6780914589647,54.37,9.13
2005,Ecuador,65.2088337855522,52.46,9.72
2006,Ecuador,63.527594883390705,50.56,10.55
2007,Ecuador,67.5740105462346,55.57,8.9
2008,Ecuador,63.2417663021383,49.41,10.22
2009,Ecuador,62.8628539388316,48.48,10.14
2010,Ecuador,64.07173679278621,50.41,9.95
2011,Ecuador,59.9284845934465,44.52,11.35
2012,Ecuador,61.585121126868906,46.73,10.73
2013,Ecuador,61.160181321241204,47.65,11.48
2014,Ecuador,59.0473192923662,46.19,12.9
2015,Ecuador,57.6809002255084,43.77,13.13
2016,Ecuador,56.9090328675087,42.2,13.2
2017,Ecuador,58.7155020930468,44.56,12.54
2018,Ecuador,58.5372452729237,44.36,12.49
2019,Ecuador,58.03816430661401,42.98,12.36
1988,Estonia,36.3940353882513,23.72,24.54
1999,Estonia,53.7532777632485,41.87,15.92
2000,Estonia,54.532206417331295,42.15,15.19
2001,Estonia,53.6911686644856,41.14,15.54
2002,Estonia,55.2669158280324,42.93,14.91
2003,Estonia,56.94275274301081,42.98,13.49
2004,Estonia,54.1425294897209,40.99,15.04
2005,Estonia,56.250054667151495,44.72,14.77
2006,Estonia,53.360711675100006,40.85,15.8
2007,Estonia,51.8964931410963,39.47,16.51
2008,Estonia,49.830265096837,37.55,17.64
2009,Estonia,47.0529470319841,34.42,18.99
2010,Estonia,48.8049720092825,35.96,18.05
2011,Estonia,50.0174394066335,37.28,17.38
2012,Estonia,51.4697887637517,39.23,16.82
2013,Estonia,52.2539819271749,38.89,15.85
2014,Estonia,51.8066566687324,38.49,16.15
2015,Estonia,49.4122500598788,35.88,17.26
2016,Estonia,48.5789721016271,35.41,17.79
2017,Estonia,48.4636028198437,35.39,18.0
2018,Estonia,48.4555201271831,35.55,18.12
1990,Egypt,54.780480922889694,46.2,16.97
1995,Egypt,54.111941300479,45.87,17.5
1999,Egypt,59.3418016662763,51.03,14.7
2004,Egypt,58.5211694068864,49.42,14.78
2008,Egypt,58.52257932241079,49.02,14.68
2010,Egypt,56.517113742516,47.54,15.9
2012,Egypt,57.7116879564755,47.46,14.79
2015,Egypt,59.0559613423544,49.39,14.38
2017,Egypt,58.0785721604904,48.32,14.85
1933,Spain,,,
1934,Spain,,,
1935,Spain,,,
1940,Spain,,,
1941,Spain,,,
1942,Spain,,,
1943,Spain,,,
1944,Spain,,,
1945,Spain,,,
1946,Spain,,,
1947,Spain,,,
1948,Spain,,,
1949,Spain,,,
1950,Spain,,,
1951,Spain,,,
1952,Spain,,,
1953,Spain,,,
1954,Spain,,,
1955,Spain,,,
1957,Spain,,,
1958,Spain,,,
1959,Spain,,,
1961,Spain,,,
1971,Spain,,,
1980,Spain,46.172090473635,34.93,20.31
1981,Spain,45.9667417926479,34.69,20.41
1982,Spain,46.078588511928196,34.89,20.41
1983,Spain,45.9183318643969,34.83,20.55
1984,Spain,46.0099919971231,34.93,20.5
1985,Spain,46.6097152000128,35.17,19.99
1986,Spain,47.5995949491733,36.35,19.57
1987,Spain,47.7763780140417,36.43,19.42
1988,Spain,48.0292318070759,36.72,19.28
1989,Spain,48.6586959647902,37.34,18.96
1990,Spain,48.432283917720596,36.7,18.94
1991,Spain,47.7648140623689,36.01,19.24
1992,Spain,47.0500504723976,35.26,19.64
1993,Spain,46.4170747320189,34.68,19.9
1994,Spain,47.029367476913805,35.24,19.59
1995,Spain,47.450538935767,35.52,19.31
1996,Spain,47.1783095246746,35.37,19.52
1997,Spain,46.0621342655717,34.3,20.12
1998,Spain,46.3455223903406,34.39,19.9
1999,Spain,46.6865754481677,34.65,19.71
2000,Spain,45.877646751553094,34.24,20.24
2001,Spain,45.503282454697604,33.69,20.36
2002,Spain,45.5075424906443,33.95,20.46
2003,Spain,45.749790295563706,34.2,20.34
2004,Spain,45.5413113447811,34.03,20.45
2005,Spain,45.2624781012545,33.71,20.61
2006,Spain,45.7608962962698,34.68,20.59
2007,Spain,45.7981609273361,34.57,20.46
2008,Spain,46.0384769397081,34.8,20.36
2009,Spain,46.9578362881727,35.88,19.95
2010,Spain,45.5514566791138,34.33,20.62
2011,Spain,45.3708547347837,34.06,20.65
2012,Spain,45.3856910765751,34.64,20.87
2013,Spain,45.6951887676759,34.69,20.62
2014,Spain,45.9024330129125,34.87,20.54
2015,Spain,46.2925095054956,35.32,20.37
2016,Spain,46.2925770959451,35.11,20.23
2017,Spain,45.8747777819191,35.07,20.63
1981,Ethiopia,54.691967138196894,44.97,16.56
1995,Ethiopia,66.5048207937105,58.32,11.36
1999,Ethiopia,52.212923199181205,42.45,17.69
2004,Ethiopia,52.676070994823796,43.05,17.52
2005,Ethiopia,52.9822140459803,43.32,17.35
2010,Ethiopia,54.50526934230881,44.66,16.49
2015,Ethiopia,55.431341809813595,45.47,15.84
1920,Finland,,,
1921,Finland,,,
1922,Finland,,,
1923,Finland,,,
1924,Finland,,,
1925,Finland,,,
1926,Finland,,,
1927,Finland,,,
1928,Finland,,,
1929,Finland,,,
1930,Finland,,,
1931,Finland,,,
1932,Finland,,,
1933,Finland,,,
1934,Finland,,,
1935,Finland,,,
1936,Finland,,,
1937,Finland,,,
1938,Finland,,,
1939,Finland,,,
1940,Finland,,,
1941,Finland,,,
1942,Finland,,,
1943,Finland,,,
1944,Finland,,,
1945,Finland,,,
1946,Finland,,,
1947,Finland,,,
1948,Finland,,,
1949,Finland,,,
1950,Finland,,,
1951,Finland,,,
1952,Finland,,,
1953,Finland,,,
1954,Finland,,,
1955,Finland,,,
1956,Finland,,,
1957,Finland,,,
1958,Finland,,,
1959,Finland,,,
1960,Finland,,,
1961,Finland,,,
1962,Finland,,,
1963,Finland,,,
1964,Finland,,,
1965,Finland,,,
1966,Finland,,,
1967,Finland,,,
1968,Finland,,,
1969,Finland,,,
1970,Finland,,,
1971,Finland,,,
1972,Finland,,,
1973,Finland,,,
1974,Finland,,,
1975,Finland,,,
1976,Finland,,,
1977,Finland,,,
1978,Finland,,,
1979,Finland,,,
1980,Finland,39.3338344285828,27.22,23.51
1981,Finland,38.5939854705054,26.06,23.77
1982,Finland,38.838207796838695,25.86,23.53
1983,Finland,39.091610004298296,25.87,23.3
1984,Finland,38.286727308200206,26.71,24.32
1985,Finland,38.6567912308818,26.32,23.8
1986,Finland,38.4629436464898,26.0,23.89
1987,Finland,38.8968191050193,27.44,23.98
1988,Finland,39.286493616590704,27.48,23.68
1989,Finland,38.509226961344,26.6,24.0
1990,Finland,36.9959242975323,25.21,24.77
1991,Finland,35.9721438076333,23.83,25.2
1992,Finland,35.7156541066034,23.72,25.4
1993,Finland,36.4458317196978,25.19,25.29
1994,Finland,39.3881092423351,28.25,23.89
1995,Finland,40.478951946244,29.87,23.56
1996,Finland,40.743293985955695,29.97,23.34
1997,Finland,41.9761957279761,31.72,22.93
1998,Finland,42.4734316745052,32.74,22.92
1999,Finland,42.5706918783945,33.34,23.06
2000,Finland,43.779393285969796,34.6,22.47
2001,Finland,43.1158678160024,33.76,22.73
2002,Finland,42.6124466303619,33.25,22.98
2003,Finland,42.3359126422092,32.58,22.89
2004,Finland,43.1032225396429,33.78,22.71
2005,Finland,42.2957713146353,32.13,22.77
2006,Finland,43.382570881701795,33.36,22.22
2007,Finland,43.2369297276189,33.11,22.29
2008,Finland,44.657768334577604,34.06,21.38
2009,Finland,43.5718351731438,32.28,21.66
2010,Finland,44.1970860635322,32.64,21.21
2011,Finland,44.0088166299837,32.35,21.28
2012,Finland,43.4591587558142,31.77,21.52
2013,Finland,43.0889286783149,31.53,21.85
2014,Finland,43.4514875574784,32.05,21.76
2015,Finland,44.2216778827469,32.93,21.37
2016,Finland,43.9932184896836,32.9,21.59
2017,Finland,44.480968724983,33.86,21.55
1900,France,60.8792184366564,50.15,13.35
1910,France,62.053037333223,51.84,12.92
1915,France,59.9360254067292,48.67,13.58
1916,France,61.122238624381,50.67,13.4
1917,France,60.9457862178004,50.45,13.43
1918,France,58.660329427642196,47.54,14.19
1919,France,59.516222750473005,48.51,13.99
1920,France,58.4352548148985,47.47,14.3
1921,France,57.6003898768235,46.33,14.6
1922,France,58.8749530830853,47.84,14.22
1923,France,60.392059333869994,49.67,13.75
1924,France,59.074998201194994,47.93,14.21
1925,France,58.661853400317895,47.23,14.41
1926,France,56.99417104392241,45.68,14.87
1927,France,57.856225818243004,46.99,14.59
1928,France,57.644324140582604,46.92,14.75
1929,France,56.367402232918096,45.49,15.29
1930,France,54.6126495536427,43.21,15.91
1931,France,54.4801008742262,42.87,16.04
1932,France,56.375551853233894,45.03,15.36
1933,France,57.9494664323057,46.89,14.8
1934,France,58.3780118766526,47.51,14.62
1935,France,59.0568219634989,48.53,14.34
1936,France,56.682632273810896,45.93,15.08
1937,France,56.00643610897011,45.23,15.52
1938,France,55.172189386256996,43.98,15.92
1939,France,52.4622502440664,41.43,16.97
1940,France,53.3685922165134,42.46,16.59
1941,France,52.577574872538,41.27,16.92
1942,France,49.7282477953952,38.55,18.06
1943,France,45.7569623744892,34.77,19.57
1944,France,44.137802301905396,32.53,20.11
1945,France,43.3222312453781,31.37,20.5
1946,France,46.798336082057205,34.72,18.96
1947,France,47.9847532495505,35.98,18.51
1948,France,46.1815242934087,34.01,19.15
1949,France,46.2688300996859,34.22,19.31
1950,France,46.051981556174596,34.06,19.46
1951,France,47.194186056287904,34.88,19.04
1952,France,47.8177582927977,35.62,18.8
1953,France,47.5313152401633,35.38,19.0
1954,France,48.2297283444488,36.05,18.68
1955,France,48.8570213160976,36.72,18.42
1956,France,48.409040719482,36.25,18.58
1957,France,48.8805270390021,36.73,18.4
1958,France,48.4203968910542,35.85,18.57
1959,France,49.9420179640151,37.91,17.98
1960,France,49.8617877633297,37.94,18.09
1961,France,50.3103469613791,38.41,17.94
1962,France,49.595320512430504,37.27,18.06
1963,France,49.9590884250228,37.25,17.8
1964,France,50.1845763037448,37.89,17.92
1965,France,50.7791416967702,38.24,17.56
1966,France,49.9671456545766,37.21,17.85
1967,France,49.8393465212437,37.03,17.84
1968,France,48.4103591727969,35.65,18.48
1969,France,47.4213022594963,34.78,18.92
1970,France,45.8985809197694,33.28,19.72
1971,France,46.562915754654796,34.11,19.41
1972,France,46.0583731687723,33.87,19.77
1973,France,46.9532667541912,34.55,19.41
1974,France,46.4802319177078,34.11,19.69
1975,France,43.430208315207096,31.33,21.41
1976,France,45.6899071121303,33.17,20.17
1977,France,43.808769008926504,31.67,21.09
1978,France,42.9942326825028,31.04,21.58
1979,France,40.998729980688594,29.68,23.16
1980,France,43.310029816667104,31.78,21.59
1981,France,41.7651605845993,30.57,22.54
1982,France,42.091334083373,29.93,21.98
1983,France,42.7603519294731,30.78,21.75
1984,France,42.8293452177289,31.47,21.93
1985,France,42.8442666541915,31.22,21.66
1986,France,44.4362216210571,32.82,21.0
1987,France,44.0812637426738,32.73,21.29
1988,France,44.6032024332162,33.21,21.0
1989,France,45.3843700430959,34.1,20.82
1990,France,44.8480565118086,33.56,20.93
1991,France,43.9940975661987,32.41,21.37
1992,France,44.5904997821994,32.85,20.91
1993,France,44.0401804741942,32.1,21.2
1994,France,44.3696145967714,32.38,21.02
1995,France,44.128459526932104,31.99,20.97
1996,France,44.1060459561601,32.96,21.36
1997,France,44.8536058231639,33.32,20.91
1998,France,44.460119732646305,32.88,21.11
1999,France,44.0372656873485,32.88,21.5
2000,France,45.2861124809413,34.37,20.98
2001,France,44.1203067530047,33.23,21.5
2002,France,44.1378342426539,33.29,21.73
2003,France,44.5681795350929,33.62,21.41
2004,France,44.3753264641039,33.56,21.68
2005,France,44.345261436874104,33.93,21.59
2006,France,43.851697709176904,33.54,22.07
2007,France,44.5611337221983,34.12,21.69
2008,France,44.019620314182,33.42,21.85
2009,France,43.1899302754317,32.34,22.14
2010,France,43.7197046231624,33.27,21.91
2011,France,43.996569950682805,33.63,21.83
2012,France,43.2606972928255,32.71,22.19
2013,France,43.6851480308341,32.92,21.97
2014,France,43.2575870015864,32.35,21.99
2015,France,42.7882129742134,32.47,22.63
2016,France,42.5244378905063,32.28,22.79
2017,France,42.2794701551933,32.0,22.92
2018,France,42.4623964434705,32.1,22.77
2005,Gabon,61.3757039024954,50.78,12.51
2017,Gabon,55.9362545787748,43.32,14.42
1908,United Kingdom,,,
1909,United Kingdom,,,
1910,United Kingdom,,,
1911,United Kingdom,,,
1912,United Kingdom,,,
1913,United Kingdom,,,
1914,United Kingdom,,,
1915,United Kingdom,,,
1916,United Kingdom,,,
1917,United Kingdom,,,
1918,United Kingdom,,36.45,
1919,United Kingdom,,38.25,
1920,United Kingdom,,,
1921,United Kingdom,,,
1922,United Kingdom,,,
1923,United Kingdom,,,
1924,United Kingdom,,,
1925,United Kingdom,,,
1926,United Kingdom,,,
1927,United Kingdom,,,
1928,United Kingdom,,,
1929,United Kingdom,,,
1930,United Kingdom,,,
1931,United Kingdom,,,
1932,United Kingdom,,,
1933,United Kingdom,,,
1934,United Kingdom,,,
1935,United Kingdom,,,
1936,United Kingdom,,,
1937,United Kingdom,,36.47,
1938,United Kingdom,,,
1939,United Kingdom,,,
1940,United Kingdom,,,
1941,United Kingdom,,,
1942,United Kingdom,,,
1943,United Kingdom,,,
1944,United Kingdom,,,
1945,United Kingdom,,,
1946,United Kingdom,,,
1947,United Kingdom,,,
1948,United Kingdom,,,
1949,United Kingdom,,30.61,
1950,United Kingdom,,,
1951,United Kingdom,,,
1952,United Kingdom,,,
1953,United Kingdom,,,
1954,United Kingdom,,29.65,
1955,United Kingdom,,,
1956,United Kingdom,,,
1957,United Kingdom,,,
1958,United Kingdom,,,
1959,United Kingdom,,29.13,
1960,United Kingdom,,,
1962,United Kingdom,,28.85,
1963,United Kingdom,,28.84,
1964,United Kingdom,,28.76,
1965,United Kingdom,,28.68,
1966,United Kingdom,,28.55,
1967,United Kingdom,,28.48,
1968,United Kingdom,,28.42,
1969,United Kingdom,,28.36,
1970,United Kingdom,,28.29,
1971,United Kingdom,,28.24,
1972,United Kingdom,,28.17,
1973,United Kingdom,,28.14,
1974,United Kingdom,,28.1,
1975,United Kingdom,,28.07,
1976,United Kingdom,,28.01,
1977,United Kingdom,,27.96,
1978,United Kingdom,,27.93,
1979,United Kingdom,,27.83,
1980,United Kingdom,40.800537628578,28.48,22.57
1981,United Kingdom,40.8005309800808,28.48,22.57
1982,United Kingdom,40.882720038314105,28.66,22.53
1983,United Kingdom,41.4012103804324,29.05,22.19
1984,United Kingdom,42.06695591243,29.64,21.8
1985,United Kingdom,42.359853071592305,29.74,21.56
1986,United Kingdom,42.5079021512898,29.89,21.48
1987,United Kingdom,42.9228276191649,30.23,21.25
1988,United Kingdom,43.6716973398157,30.95,20.85
1989,United Kingdom,43.535620244628994,30.95,20.94
1990,United Kingdom,45.9973334164873,32.91,19.52
1991,United Kingdom,46.588920483386396,33.56,19.23
1992,United Kingdom,46.6766073437631,33.63,19.19
1993,United Kingdom,47.26604404661,34.23,18.93
1994,United Kingdom,46.9854984306394,34.35,19.23
1995,United Kingdom,47.5792369454968,34.49,18.71
1996,United Kingdom,48.128562427542896,35.64,18.7
1997,United Kingdom,48.1627435499966,35.62,18.71
1998,United Kingdom,48.746559075522796,36.61,18.59
1999,United Kingdom,49.1851204456623,36.76,18.24
2000,United Kingdom,48.231577927651195,35.97,18.75
2001,United Kingdom,48.6728423681836,36.3,18.51
2002,United Kingdom,48.8687673514939,36.59,18.46
2003,United Kingdom,49.9109263644364,37.81,18.04
2004,United Kingdom,49.135323060276896,37.21,18.49
2005,United Kingdom,50.0819727237044,38.4,18.15
2006,United Kingdom,50.3354273956489,38.73,17.99
2007,United Kingdom,50.0419276550751,38.76,18.35
2008,United Kingdom,48.994381993978195,37.07,18.61
2009,United Kingdom,50.74282140060969,38.65,17.63
