Year,Entity,Gini_posttax_dis,Gini_posttax_nat,Gini_pretax,Top_10_share_posttax_dis,Top_10_share_posttax_nat,Top_10_share_pretax,Bottom_50_share_posttax_dis,Bottom_50_share_posttax_nat,Bottom_50_share_pretax
2010,Bulgaria,43.6436829926766,40.9328645211993,47.1711934356797,33.01,31.58,35.3,21.54,23.31,19.45
2011,Bulgaria,43.8792753717479,41.1510191158872,47.233920198942805,33.45,32.0,35.55,21.52,23.29,19.48
2012,Bulgaria,46.122429306692,43.2904971349814,49.3199300476185,35.67,34.09,37.53,20.4,22.21,18.39
2013,Bulgaria,44.0428279087719,41.095881623432,47.3553263833423,33.98,32.379999999999995,36.05,21.65,23.54,19.63
2014,Bulgaria,45.7260842954053,42.6766276274971,49.5199772109004,35.7,33.98,37.95,20.7,22.65,18.33
2015,Bulgaria,46.3888200499049,43.4917167200012,50.5358961376913,36.22,34.58,39.08,20.42,22.27,17.94
2016,Bulgaria,49.4972946192789,46.4584731145493,52.9434193753616,40.12,38.27,41.88,19.08,20.98,16.81
2017,Bulgaria,50.0818035440275,47.165599180866,54.8608287578176,41.27,39.45,44.34,19.0,20.8,16.17
2018,Bulgaria,50.3214660199376,47.355904036798805,54.721666632060796,41.870000000000005,39.99,44.190000000000005,19.02,20.84,16.23
1994,Burkina Faso,,,67.3296604130876,,,57.95,,,10.09
1998,Burkina Faso,,,69.6317810795719,,,62.03,,,9.72
2003,Burkina Faso,,,62.1764558535027,,,51.34,,,11.94
2009,Burkina Faso,,,60.1704929415273,,,50.01,,,13.37
2014,Burkina Faso,,,57.1421384770167,,,47.260000000000005,,,15.04
1992,Burundi,,,53.970936914898004,,,42.91,,,16.2
1998,Burundi,,,60.8977181100645,,,50.42,,,12.82
2006,Burundi,,,55.4553378984108,,,45.14,,,15.72
2013,Burundi,,,58.7368525268076,,,48.39,,,14.02
2010,Cambodia,,,66.8969545282479,,,55.74,,,9.8
2011,Cambodia,,,58.931395888902905,,,46.68,,,13.13
2012,Cambodia,,,57.8109744476073,,,45.52,,,13.68
2013,Cambodia,,,59.1004516270878,,,47.8,,,13.46
1945,Cameroon,,,,,,,,,
1996,Cameroon,,,64.1358965448635,,,54.31,,,11.51
2001,Cameroon,,,62.0710981499748,,,51.78,,,12.38
2007,Cameroon,,,61.6744148429714,,,50.33,,,11.94
2014,Cameroon,,,63.7699903516884,,,52.05,,,10.63
1920,Canada,,,56.546240237295095,,,45.190000000000005,,,14.760000000000002
1921,Canada,,,65.1883273408632,,,56.89999999999999,,,11.67
1922,Canada,,,58.385587310299805,,,47.66,,,14.11
1923,Canada,,,53.94353865600719,,,41.57,,,15.72
1924,Canada,,,54.4830617352879,,,42.3,,,15.53
1925,Canada,,,53.4081367886998,,,40.99,,,15.87
1926,Canada,,,53.9079238288114,,,41.57,,,15.72
1927,Canada,,,54.5560572036877,,,42.39,,,15.5
1928,Canada,,,55.248747244301896,,,43.27,,,15.27
1929,Canada,,,55.7095302215309,,,43.87,,,15.12
1930,Canada,,,56.805586963486796,,,45.34,,,14.73
1931,Canada,,,60.284329192028,,,50.13999999999999,,,13.46
1932,Canada,,,63.9816916262383,,,55.19,,,12.12
1933,Canada,,,65.5455875019936,,,57.34,,,11.55
1934,Canada,,,63.6311019020042,,,54.72,,,12.25
1935,Canada,,,62.491023836649994,,,53.18000000000001,,,12.65
1936,Canada,,,62.8198889601833,,,53.59,,,12.55
1937,Canada,,,60.008822989959796,,,49.8,,,13.55
1938,Canada,,,64.1821117045652,,,55.37,,,12.08
1939,Canada,,,61.5683025854889,,,51.9,,,12.989999999999998
1940,Canada,,,57.6598276104761,,,46.69,,,14.37
1941,Canada,,,54.444745604400104,,,42.41,,,15.49
1942,Canada,,,50.2550529947694,,,36.8,,,16.98
1943,Canada,,,50.064189135048295,,,36.53,,,17.05
1944,Canada,,,48.655075207728196,,,34.68,,,17.54
1945,Canada,,,48.5506947525403,,,34.57,,,17.560000000000002
1946,Canada,,,48.8803990850178,,,35.010000000000005,,,17.44
1947,Canada,,,49.167040207791004,,,35.39,,,17.34
1948,Canada,,,48.102331847296,,,33.98,,,17.72
1949,Canada,,,49.2411837699285,,,35.46,,,17.330000000000002
1950,Canada,,,49.2707386540625,,,35.49,,,17.32
1951,Canada,,,47.8523449692513,,,33.62,,,17.810000000000002
1952,Canada,,,47.953772977363904,,,33.75,,,17.78
1953,Canada,,,48.633119458582804,,,34.64,,,17.549999999999997
1954,Canada,,,49.6098011134324,,,35.92,,,17.21
1955,Canada,,,49.177327443694104,,,35.36,,,17.36
1956,Canada,,,48.5326684143006,,,34.52,,,17.580000000000002
1957,Canada,,,48.9177427206615,,,35.04,,,17.45
1958,Canada,,,49.3737874202235,,,35.64,,,17.29
1959,Canada,,,49.413151903618605,,,35.69,,,17.28
1960,Canada,,,49.6567917193511,,,36.02,,,17.19
1961,Canada,,,50.075259701787,,,36.57,,,17.05
1962,Canada,,,48.9145678135649,,,35.04,,,17.45
1963,Canada,,,48.6104446848194,,,34.65,,,17.549999999999997
1964,Canada,,,48.9122481724531,,,35.04,,,17.45
1965,Canada,,,48.5151801596046,,,34.52,,,17.59
1966,Canada,,,48.1583904877765,,,34.06,,,17.7
1967,Canada,,,48.3758472966142,,,34.35,,,17.630000000000003
1968,Canada,,,48.5608381047247,,,34.59,,,17.57
1969,Canada,,,48.590807423052205,,,34.62,,,17.560000000000002
1970,Canada,,,49.0228101467144,,,35.18,,,17.419999999999998
1971,Canada,,,48.8768363123879,,,34.97,,,17.47
1972,Canada,,,48.8292990126302,,,34.910000000000004,,,17.49
1973,Canada,,,48.7128752977266,,,34.78,,,17.52
1974,Canada,,,48.9780221078724,,,35.13,,,17.43
1975,Canada,,,50.0373435904891,,,36.620000000000005,,,17.03
1976,Canada,,,49.4339047517759,,,35.8,,,17.25
1977,Canada,,,48.9628346723171,,,35.160000000000004,,,17.419999999999998
1978,Canada,,,49.1862629323418,,,35.49,,,17.330000000000002
1979,Canada,,,49.490740749164,,,35.91,,,17.21
1980,Canada,,,50.2549119959799,,,36.94,,,16.939999999999998
1981,Canada,,,49.3156745202972,,,35.68,,,17.27
1982,Canada,,,49.0465959079725,,,35.260000000000005,,,17.39
1983,Canada,,,49.8389137449338,,,35.980000000000004,,,16.950000000000003
1984,Canada,,,49.2732123027643,,,35.47,,,17.27
1985,Canada,,,48.7617364802567,,,35.2,,,17.630000000000003
1986,Canada,,,48.1441132693501,,,34.89,,,18.09
1987,Canada,,,48.208504082769096,,,35.370000000000005,,,18.25
1988,Canada,,,48.0754408728828,,,35.809999999999995,,,18.58
1989,Canada,,,48.7397696898334,,,36.720000000000006,,,18.37
1990,Canada,,,46.6384303140437,,,34.239999999999995,,,19.25
1991,Canada,,,47.1187620091154,,,34.489999999999995,,,18.92
1992,Canada,,,47.9865614434139,,,35.15,,,18.4
1993,Canada,,,49.408615598135704,,,36.54,,,17.68
1994,Canada,,,51.5484069829618,,,38.84,,,16.56
1995,Canada,,,49.6813719453815,,,36.47,,,17.380000000000003
1996,Canada,,,50.2304976033262,,,37.16,,,17.169999999999998
1997,Canada,,,51.0173405727336,,,37.97,,,16.79
1998,Canada,,,51.0479250290793,,,38.17,,,16.85
1999,Canada,,,51.1768157970295,,,38.47,,,16.86
2000,Canada,,,52.538205561971594,,,40.08,,,16.29
2001,Canada,,,51.6005915273254,,,39.13,,,16.74
2002,Canada,,,51.672052935823096,,,38.99,,,16.61
2003,Canada,,,51.8272025900437,,,39.07,,,16.5
2004,Canada,,,52.2898900444801,,,39.82,,,16.41
2005,Canada,,,52.8749885120696,,,40.68,,,16.24
2006,Canada,,,53.3241593509594,,,41.45,,,16.14
2007,Canada,,,53.466612517809196,,,41.68,,,16.1
2008,Canada,,,52.7453945414848,,,40.7,,,16.34
2009,Canada,,,51.6348802091692,,,39.290000000000006,,,16.76
2010,Canada,,,52.287901787180104,,,40.16,,,16.520000000000003
2011,Canada,,,52.4628821660592,,,40.3,,,16.41
2012,Canada,,,52.047059081216695,,,39.83,,,16.59
2013,Canada,,,52.907779091948406,,,40.82,,,16.220000000000002
2014,Canada,,,53.0715851978972,,,41.19,,,16.24
2015,Canada,,,52.9428707088247,,,41.25,,,16.41
2016,Canada,,,51.2408317523246,,,39.33,,,17.119999999999997
2017,Canada,,,53.608381333404196,,,40.82,,,15.55
2018,Canada,,,52.486558730492305,,,39.84,,,16.17
2001,Cape Verde,,,70.03399786778391,,,60.86,,,8.67
2007,Cape Verde,,,65.5288492033506,,,55.06,,,10.53
2015,Cape Verde,,,60.655221979556394,,,49.08,,,12.38
1992,Central African Republic,,,75.4427732020801,,,65.11,,,5.53
2003,Central African Republic,,,73.9846273611704,,,64.97,,,6.97
2008,Central African Republic,,,73.3204315572451,,,64.91,,,7.630000000000001
2002,Chad,,,59.0339058259731,,,47.74,,,13.320000000000002
2003,Chad,,,59.033898507814996,,,47.74,,,13.320000000000002
2011,Chad,,,60.9383072188905,,,49.3,,,12.3
2001,Chile,,67.2436191981843,72.2585838657347,,58.59,62.19,,10.38,7.449999999999999
2002,Chile,,66.50203463367271,71.8481274792408,,57.9,61.7,,10.73,7.57
2003,Chile,,65.7604545572153,71.4364665363539,,57.2,61.21,,11.08,7.7
2004,Chile,,66.486548178759,72.2888793406147,,58.27,62.43,,10.88,7.439999999999999
2005,Chile,,67.21268552950251,73.1180983521238,,59.330000000000005,63.61,,10.67,7.199999999999999
2006,Chile,,67.9388009448882,73.9250583640231,,60.39,64.77000000000001,,10.47,6.959999999999999
2007,Chile,,67.5881786499515,73.8875205167066,,60.11,64.58,,10.66,6.890000000000001
2008,Chile,,67.2375559708833,73.8488104417646,,59.830000000000005,64.38000000000001,,10.85,6.819999999999999
2009,Chile,,66.8869325240618,73.80959220122139,,59.540000000000006,64.18,,11.04,6.75
2010,Chile,,68.3807616185518,74.99698108459269,,61.63,66.02,,10.5,6.4
2011,Chile,,69.8745896748687,76.1665950179157,,63.73,67.83,,9.96,6.0600000000000005
2012,Chile,,68.8962655402399,75.5163781571108,,62.63,66.89,,10.42,6.329999999999999
2013,Chile,,67.9179212776548,74.85990238768619,,61.52,65.95,,10.89,6.6000000000000005
2014,Chile,,67.4256913603834,74.50630923795491,,61.09,65.53999999999999,,11.15,6.76
2015,Chile,,66.93346133746249,74.1478972724714,,60.66,65.13,,11.4,6.92
2016,Chile,,65.808208936696,73.690690116125,,59.64,64.63,,11.97,7.1
2017,Chile,,64.68295834292431,73.2308703094247,,58.620000000000005,64.12,,12.54,7.290000000000001
2018,Chile,,62.871452674275794,72.8012621876378,,55.77,62.69,,13.12,7.090000000000001
2019,Chile,,61.1332019414867,72.3663785410647,,53.04,61.24000000000001,,13.68,6.88
1978,China,,,37.9853525895061,,,27.81,,,25.17
1979,China,,,38.0560041471487,,,27.81,,,25.1
1980,China,,,38.2153174688597,,,27.89,,,24.98
1981,China,,,38.6951226410293,,,28.31,,,24.71
1982,China,,,39.4164832971864,,,28.71,,,24.19
1983,China,,,39.1917885324265,,,28.8,,,24.45
1984,China,,,39.694236178233,,,29.28,,,24.18
1985,China,,,40.4510574025441,,,30.14,,,23.84
1986,China,,,41.9342502170174,,,30.39,,,22.52
1987,China,,,42.3173818744257,,,30.22,,,22.07
1988,China,,,42.6745130706053,,,30.56,,,21.88
1989,China,,,43.577745479749204,,,31.11,,,21.26
1990,China,,,43.2298472339358,,,30.85,,,21.46
1991,China,,,44.781604177747504,,,31.51,,,20.27
1992,China,,,46.2626515794241,,,32.71,,,19.39
1993,China,,,47.759850048341704,,,33.910000000000004,,,18.49
1994,China,,,48.3452075883545,,,34.33,,,18.11
1995,China,,,47.7406274348294,,,33.900000000000006,,,18.49
1996,China,,,47.1341058131213,,,33.900000000000006,,,19.06
1997,China,,,47.0975937344598,,,33.910000000000004,,,19.09
1998,China,,,47.2029237171775,,,34.25,,,19.15
1999,China,,,48.1300400608848,,,34.79,,,18.5
2000,China,,,49.7964414286873,,,35.870000000000005,,,17.37
2001,China,,,50.7249373407504,,,36.620000000000005,,,16.81
2002,China,,,53.45691243981891,,,39.68,,,15.57
2003,China,,,54.2811471798757,,,40.510000000000005,,,15.15
2004,China,,,54.6003505442364,,,41.21,,,15.15
2005,China,,,55.7739497672735,,,42.16,,,14.42
2006,China,,,55.896027526896596,,,42.370000000000005,,,14.41
2007,China,,,56.1986210216872,,,42.69,,,14.249999999999998
2008,China,,,56.2217639842302,,,42.69,,,14.21
2009,China,,,56.2670183436097,,,42.63,,,14.14
2010,China,,,56.6500775798843,,,42.83,,,13.83
2011,China,,,56.4565804629254,,,43.11,,,14.09
2012,China,,,55.3076706607293,,,41.69,,,14.54
2013,China,,,56.20735042966199,,,42.35,,,14.03
2014,China,,,55.4613284874527,,,41.55,,,14.38
2015,China,,,55.545772430755804,,,41.66,,,14.36
2016,China,,,55.371358091414905,,,41.8,,,14.11
2003,Colombia,,65.2196962320092,69.6075390795166,,54.97,57.76,,10.44,7.729999999999999
2004,Colombia,,64.61829754325011,69.0007512330682,,53.86,56.71000000000001,,10.59,7.9
2005,Colombia,,63.697641506160494,68.2005793744254,,53.15,55.98,,11.18,8.39
2006,Colombia,,63.830287280861995,68.4468049414898,,53.190000000000005,56.10000000000001,,11.07,8.21
2007,Colombia,,63.9629311262211,68.6907688414487,,53.22,56.21000000000001,,10.96,8.03
2008,Colombia,,64.0955743556327,68.9325038389564,,53.26,56.32,,10.85,7.85
2009,Colombia,,62.8314858827677,68.61807055960641,,52.35,56.16,,11.58,8.01
2010,Colombia,,62.457211121365795,68.0980180324199,,51.74999999999999,55.3,,11.72,8.200000000000001
2011,Colombia,,61.6086169909789,67.5485269198798,,51.370000000000005,55.26,,12.42,8.76
2012,Colombia,,59.739216975610596,65.9832217420589,,48.64,52.88,,13.0,9.21
2013,Colombia,,59.627954913512006,66.36834176327821,,48.95,53.580000000000005,,13.239999999999998,9.15
2014,Colombia,,59.5563151637311,66.39263749777349,,49.1,53.690000000000005,,13.43,9.26
2015,Colombia,,58.6374557983174,65.3314617921479,,48.04,52.48,,13.85,9.75
2016,Colombia,,58.7005260735134,65.3141724247184,,48.36,52.77,,13.97,9.94
2017,Colombia,,58.4801809690283,65.3366480931618,,48.18,52.62,,14.06,9.79
2018,Colombia,,59.351191994250094,66.04703932828609,,49.13,53.400000000000006,,13.64,9.44
2019,Colombia,,60.729967183062605,67.75653061624321,,49.87,54.510000000000005,,12.54,8.14
1995,Comoros,,,73.9120060235301,,,66.96,,,7.729999999999999
2004,Comoros,,,73.91201281763739,,,66.96,,,7.729999999999999
2014,Comoros,,,62.14410352745951,,,50.260000000000005,,,11.39
2005,Congo,,,65.35667769290579,,,54.53,,,10.39
2011,Congo,,,66.4791683351122,,,55.93,,,9.92
2011,Costa Rica,,60.265305608376295,66.0962255298255,,49.4,52.81,,12.8,9.11
2012,Costa Rica,,60.922946992117296,66.8336446069572,,50.45,53.87,,12.55,8.780000000000001
2013,Costa Rica,,61.8922152219015,67.746278365417,,50.95,54.290000000000006,,11.8,8.09
2014,Costa Rica,,60.8782228111307,66.935368056239,,50.07,53.56,,12.3,8.44
2015,Costa Rica,,60.851434650510505,67.42011608457989,,50.32,54.2,,12.56,8.39
2016,Costa Rica,,60.914294336392906,67.605779699841,,50.77,54.76,,12.72,8.469999999999999
2017,Costa Rica,,59.3920367055391,66.4012248322276,,48.74,53.0,,13.19,8.76
2018,Costa Rica,,59.935598485196294,67.1415572456789,,49.3,53.76,,13.0,8.459999999999999
2019,Costa Rica,,59.525393974057394,66.9343008472874,,48.83,53.46,,13.14,8.469999999999999
1985,Cote d'Ivoire,,,64.2348560730825,,,54.66,,,11.58
1986,Cote d'Ivoire,,,64.2348560730825,,,54.66,,,11.58
1987,Cote d'Ivoire,,,64.2348560730825,,,54.66,,,11.58
1988,Cote d'Ivoire,,,64.2348560730825,,,54.66,,,11.58
1992,Cote d'Ivoire,,,58.161070709693696,,,47.82,,,14.4
1993,Cote d'Ivoire,,,56.3906218366676,,,45.83,,,15.22
1995,Cote d'Ivoire,,,57.974032192246405,,,47.45,,,14.4
1998,Cote d'Ivoire,,,59.96736631722071,,,49.5,,,13.37
2002,Cote d'Ivoire,,,64.5110390758186,,,54.010000000000005,,,11.11
2008,Cote d'Ivoire,,,61.4121253645912,,,50.31,,,12.41
2015,Cote d'Ivoire,,,60.1206895444214,,,48.65,,,12.8
1984,Croatia,37.660506236638504,34.6760733868376,40.8472892201299,25.37,24.15,27.46,24.02,26.08,22.02
1985,Croatia,37.9348148209381,34.928682460689195,40.96811360352,25.380000000000003,24.16,27.56,23.76,25.840000000000003,21.91
1986,Croatia,38.0174093966949,35.0047062862104,41.3269469299524,25.27,24.06,27.66,23.7,25.78,21.61
1987,Croatia,35.8028159670645,32.9656458560815,39.4315559267848,24.35,23.21,26.24,25.06,27.04,22.6
1988,Croatia,36.578637366893105,33.679918107575205,39.7871643660489,24.29,23.16,26.25,24.37,26.4,22.21
1989,Croatia,40.6579894865383,37.436045692285504,43.6996091160284,27.49,26.11,29.68,22.53,24.71,20.630000000000003
1998,Croatia,43.2282120694863,39.9554301854268,46.691455899082804,29.06,27.62,33.08,20.48,22.72,18.78
1999,Croatia,45.8068463083574,41.8475047935585,47.6125380399769,30.92,29.110000000000003,33.47,19.05,21.73,18.09
2000,Croatia,43.256040323476604,39.3083930250244,45.8397805333209,29.6,27.81,32.43,20.68,23.36,19.16
2001,Croatia,42.850115614240906,39.3295925421631,45.9192831874935,29.13,27.56,32.379999999999995,20.86,23.26,19.14
2002,Croatia,40.858898170782496,37.494593699829196,44.7693039057825,27.77,26.31,31.56,22.08,24.38,19.87
2003,Croatia,40.3144619299626,36.929959439388,44.1364775928751,27.47,26.0,31.05,22.51,24.82,20.33
2004,Croatia,40.5233666818955,37.1554666526541,44.938285842937894,28.14,26.640000000000004,32.01,22.45,24.74,19.94
2005,Croatia,41.8617858147103,38.5443973936662,46.3818174314927,29.44,27.9,33.31,21.72,23.96,19.16
2006,Croatia,41.4673551274153,38.3376956346416,46.1359583529134,29.3,27.84,33.44,22.13,24.23,19.45
2007,Croatia,42.219951546025506,38.8598887462875,47.380575266672395,29.86,28.28,34.28,21.59,23.85,18.68
2008,Croatia,41.8112113169741,38.2684559000943,47.127987365092,29.46,27.81,34.02,21.81,24.19,18.82
2009,Croatia,41.075861234656,37.313023463754206,46.2378348682055,28.44,26.75,32.83,22.01,24.57,19.08
2010,Croatia,41.675502320650196,37.8428848792719,46.0261328420085,28.76,27.04,32.67,21.7,24.3,19.22
2011,Croatia,42.3403601199354,38.513629542032604,46.920024943552505,29.76,27.97,33.86,21.41,24.0,18.9
2012,Croatia,41.670992839811696,37.8524560857753,46.8535656232334,28.88,27.15,33.650000000000006,21.67,24.27,18.84
2013,Croatia,41.825817627282404,38.0984892618567,46.4617482555546,29.74,27.98,33.900000000000006,22.06,24.55,19.46
2014,Croatia,42.490483499727496,38.6350613430851,47.058785460359,30.25,28.42,34.300000000000004,21.54,24.12,19.02
2015,Croatia,42.5799712224901,38.837057952043004,46.9601073017547,30.49,28.69,34.29,21.59,24.08,19.12
2016,Croatia,41.2483836915364,37.4922059368716,46.0962973060912,28.87,27.15,33.160000000000004,22.13,24.67,19.43
2017,Croatia,42.1643491778566,38.379328964111195,46.3868494565116,29.74,27.97,33.22,21.74,24.28,19.16
2018,Croatia,41.5299374422219,37.8168492166312,47.2079559079372,29.35,27.62,34.93,22.15,24.64,18.99
1990,Cyprus,43.9924931381181,42.2257401718873,49.3386681843919,33.46,32.52,37.17,21.28,22.43,18.19
1996,Cyprus,42.7717980792409,40.920812777944,47.850456653034,31.96,31.01,35.58,21.9,23.11,18.85
2004,Cyprus,39.2472338860036,36.844639031097095,43.2518964934331,27.800000000000004,26.71,30.58,23.37,25.0,20.98
2005,Cyprus,41.7003251295268,39.152450603492,42.8386404023398,28.67,27.53,30.520000000000003,22.03,23.74,21.45
2006,Cyprus,48.0984975938286,44.9723439376926,44.3709756125703,31.4,30.0,32.26,18.53,20.58,20.84
2007,Cyprus,64.24781881976381,59.403218003899006,43.3958119534577,33.53,31.75,30.67,9.09,12.18,20.95
2008,Cyprus,40.3793900248292,38.0404234869621,46.6173473578238,29.74,28.59,34.67,23.17,24.73,19.71
2009,Cyprus,41.4774555963087,38.9906193805163,47.0974109280975,30.520000000000003,29.29,34.95,22.39,24.05,19.27
2010,Cyprus,40.5878808061229,37.999617629105295,45.8084849137025,29.32,28.09,33.53,22.76,24.49,19.92
2011,Cyprus,44.5449974554126,41.820599985917504,49.4102751550027,33.06,31.65,37.330000000000005,20.77,22.56,18.16
2012,Cyprus,45.0836310805386,42.2618787234306,49.9398900231427,33.650000000000006,32.17,37.8,20.61,22.45,17.919999999999998
2013,Cyprus,48.2933938414298,44.9321169452645,53.1167830656614,37.2,35.31,42.22,19.15,21.29,16.91
2014,Cyprus,44.5323355140255,41.606032602027696,50.0493481387252,32.95,31.44,37.65,20.77,22.7,17.75
2015,Cyprus,43.702433063215004,40.964517074071,50.1510000784084,32.31,30.91,37.51,21.18,22.99,17.54
2016,Cyprus,41.8582467615801,39.305733188839596,48.3381593533195,31.1,29.81,36.08,22.35,24.04,18.65
2017,Cyprus,39.176508365173,36.7656738794723,47.2692423497728,29.67,28.46,35.370000000000005,24.1,25.69,19.39
1980,Czechia,17.327546213636,15.3424181954341,27.6608720581909,15.7,15.04,18.17,37.85,39.24,30.92
1985,Czechia,16.1532562472737,14.3026491015733,26.7884945042975,15.37,14.760000000000002,17.93,38.56,39.87,31.380000000000003
1988,Czechia,16.5057564082711,14.614763709943801,27.5696256903748,15.85,15.18,18.5,38.29,39.63,30.880000000000003
1992,Czechia,22.328926958068198,20.6367046228031,34.6841278288188,21.36,20.5,26.43,35.46,36.56,27.66
1996,Czechia,29.3460197129228,26.7995766296025,38.9628817859055,26.13,24.73,30.0,31.290000000000003,32.910000000000004,24.97
2003,Czechia,27.724990167356,25.066329485668597,37.868587276209794,24.19,22.83,29.43,32.300000000000004,34.0,25.790000000000003
2004,Czechia,27.949132418468597,25.273436938118397,38.7218930065678,24.6,23.200000000000003,29.880000000000003,32.12,33.83,25.11
2005,Czechia,27.4788755457678,24.933528046158703,38.8345168313322,24.67,23.31,30.25,32.48,34.11,25.2
2006,Czechia,28.5833731335021,25.990968682029703,39.3947587928736,24.98,23.62,30.28,31.66,33.32,24.62
2007,Czechia,28.634032298442204,26.1161243008551,39.2417549200218,25.06,23.74,30.380000000000003,31.76,33.36,24.86
2008,Czechia,30.783743234090398,28.084809444605703,40.8856409393252,27.16,25.66,32.26,30.67,32.36,24.17
2009,Czechia,28.7417556433525,25.913388972436003,38.4842385693844,24.85,23.39,29.93,31.62,33.43,25.44
2010,Czechia,29.440960111134,26.6543889650183,38.7948468182337,24.85,23.44,29.87,31.04,32.84,25.040000000000003
2011,Czechia,27.652310674681203,24.9634763623423,37.4475237710527,23.73,22.39,29.08,32.24,33.96,26.01
2012,Czechia,28.2089026392265,25.490420663963796,38.8259137035583,24.12,22.76,30.4,31.879999999999995,33.62,25.290000000000003
